song,artist,danceability,energy,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo,id,duration_ms
Go Your Own Way - 2004 Remaster,Fleetwood Mac,0.583,0.947,-5.12,0.0378,0.0185,0.00109,0.0679,0.803,135.448,07GvNcU1WdyZJq3XxP0kZa,223613
Stayin' Alive,Bee Gees,0.707,0.535,-19.793,0.0436,0.113,0.00615,0.0884,0.641,103.644,4UDmDIqJIbrW0hMBQMFOsM,92867
Imagine - Remastered 2010,John Lennon,0.547,0.257,-12.358,0.0252,0.907,0.183,0.0935,0.169,75.752,7pKfPomDEeI4TPT6EOYjn9,187867
Mamma Mia,ABBA,0.749,0.748,-7.011,0.0323,0.295,0.000443,0.469,0.827,137.547,2TxCwUlqaOH3TIyJqGgR91,213267
A Horse with No Name,America,0.654,0.506,-17.18,0.0535,0.686,0.0155,0.155,0.831,123.179,54eZmuggBFJbV7k248bTTt,252240
La Grange - 2005 Remaster,ZZ Top,0.545,0.64,-9.937,0.224,0.00249,0.0304,0.196,0.606,80.544,70YvYr2hGlS01bKRIho1HM,230480
Tiny Dancer,Elton John,0.414,0.428,-11.097,0.0278,0.382,0.000243,0.148,0.282,145.075,2TVxnKdb3tqe1nhQWwwZCO,377093
Landslide,Fleetwood Mac,0.414,0.161,-22.32,0.0318,0.883,0.000223,0.117,0.423,159.375,5ihS6UUlyQAfmp48eSkxuQ,199493
Starman - 2012 Remaster,David Bowie,0.486,0.449,-10.298,0.0267,0.166,2.23e-06,0.54,0.549,100.456,0pQskrTITgmCMyr85tb9qq,254293
I Want You Back,The Jackson 5,0.469,0.538,-13.559,0.0571,0.305,0.00012,0.37,0.886,196.605,5LxvwujISqiB8vpRYv887S,176333
You're so Vain,Carly Simon,0.659,0.678,-8.18,0.0313,0.157,6.69e-06,0.0784,0.647,106.186,2DnJjbjNTV9Nd5NOa1KGba,258411
"Another Brick In The Wall, Pt. 2 - 2011 Remastered Version",Pink Floyd,0.693,0.353,-17.852,0.0414,0.0704,0.00113,0.503,0.75,104.143,7rPzEczIS574IgPaiPieS3,228587
Psycho Killer,Talking Heads,0.721,0.401,-12.139,0.0661,0.0586,0.00259,0.122,0.944,123.384,7dSCxR4LqkmxoBrq9MzVSD,260507
Goodbye Yellow Brick Road - Remastered 2014,Elton John,0.559,0.473,-7.712,0.0279,0.446,0.00141,0.154,0.397,121.227,4IRHwIZHzlHT1FQpRa5RdE,192827
"Signed, Sealed, Delivered (I'm Yours)",Stevie Wonder,0.675,0.597,-11.329,0.0337,0.0534,0.0,0.0986,0.828,108.875,2eF8pWbiivYsYRpbntYsnc,161160
Is This Love,Bob Marley & The Wailers,0.776,0.559,-8.375,0.103,0.11,0.0,0.0671,0.758,122.242,6JRLFiX9NJSoRRKxowlBYr,232200
Piano Man,Billy Joel,0.331,0.55,-6.483,0.0272,0.605,3.96e-06,0.192,0.429,177.734,70C4NyhjD5OZUMzvWZ3njJ,339000
Lovely Day,Bill Withers,0.692,0.651,-8.267,0.0324,0.292,0.00241,0.105,0.706,97.923,0bRXwKfigvpKZUurwqAlEh,254560
Rock with You - Single Version,Michael Jackson,0.808,0.535,-12.521,0.0353,0.179,9.91e-05,0.158,0.848,114.031,7oOOI85fVQvVnK5ynNMdW7,220627
Listen to the Music,The Doobie Brothers,0.645,0.598,-13.18,0.0335,0.221,3.53e-06,0.0721,0.913,105.929,7Ar4G7Ci11gpt6sfH9Cgz5,227267
Love Grows (Where My Rosemary Goes),Edison Lighthouse,0.568,0.824,-4.613,0.0299,0.403,0.0,0.0855,0.753,108.625,5Ts1DYOuouQLgzTaisxWYh,174760
Rock And Roll All Nite,KISS,0.654,0.929,-5.906,0.0998,0.0468,0.0,0.0539,0.902,144.774,6KTv0Z8BmVqM7DPxbGzpVC,168840
Let's Stay Together,Al Green,0.756,0.401,-10.702,0.0526,0.582,0.011,0.0541,0.514,101.954,63xdwScd1Ai1GigAwQxE8y,199396
Boogie Wonderland,"Earth, Wind & Fire",0.802,0.756,-10.791,0.0349,0.0843,0.00765,0.0521,0.963,131.715,6ztstiyZL6FXzh4aG46ZPD,288293
Baba O'Riley,The Who,0.392,0.578,-12.972,0.0364,0.405,0.248,0.185,0.173,117.712,3wMjJoyUu7jaWoVqf91OGI,299996
(Don't Fear) The Reaper,Blue Öyster Cult,0.333,0.927,-8.55,0.0733,0.0029,0.000208,0.297,0.385,141.466,5QTxFnGygVM4jFQiBovmRo,308120
Message In A Bottle,The Police,0.577,0.808,-7.04,0.039,0.0338,1.33e-05,0.221,0.869,151.008,1oYYd2gnWZYrt89EBXdFiO,290280
Give A Little Bit,Supertramp,0.531,0.818,-5.358,0.0452,0.0694,0.0096,0.263,0.471,90.767,6XUHsYE38CEbYunT983O9G,248173
Angeleyes,ABBA,0.719,0.922,-6.091,0.0338,0.523,0.000163,0.0867,0.964,133.113,7rWgGyRK7RAqAAXy4bLft9,260893
American Pie,Don McLean,0.531,0.481,-11.709,0.06,0.699,0.0,0.0842,0.491,138.45,1fDsrQ23eTAVFElUMaf38X,516893
Barracuda,Heart,0.548,0.691,-13.553,0.0369,0.015,0.106,0.144,0.667,137.145,4KfSdst7rW39C0sfhArdrz,261933
Come and Get Your Love - Single Version,Redbone,0.731,0.804,-7.621,0.0473,0.172,0.00028,0.0685,0.957,107.383,7GVUmCP00eSsqc4tzj1sDD,205933
You're The One That I Want - From “Grease”,John Travolta,0.758,0.612,-11.403,0.0598,0.281,0.00288,0.0954,0.822,106.945,0B9x2BRHqj3Qer7biM3pU3,169840
Don't Stop 'Til You Get Enough,Michael Jackson,0.878,0.821,-9.875,0.089,0.126,0.0461,0.183,0.947,118.881,46eu3SBuFCXWsPT39Yg3tJ,365467
Take A Chance On Me,ABBA,0.684,0.675,-8.123,0.0257,0.163,0.0,0.242,0.924,107.064,5BckPAYcKEJuYs1eV1BHHe,243933
If You Leave Me Now,Chicago,0.434,0.563,-6.784,0.0268,0.0197,0.000824,0.128,0.275,104.183,0KMGxYKeUzK9wc5DZCt3HT,235373
Jamming,Bob Marley & The Wailers,0.935,0.479,-10.981,0.306,0.107,5.25e-05,0.118,0.773,123.644,5LyfiK6iXEIBNEtcaGKohl,211000
Layla,Derek & The Dominos,0.411,0.899,-3.876,0.0645,0.57,0.274,0.3,0.495,115.686,4FzVgf3e1KGwRbFRWPI05W,426560
The Boys Are Back In Town,Thin Lizzy,0.445,0.706,-9.803,0.0461,0.234,0.000252,0.205,0.768,80.823,43DeSV93pJPT4lCZaWZ6b1,266720
Escape (The Pina Colada Song),Rupert Holmes,0.836,0.509,-13.668,0.0548,0.467,4.1e-06,0.0436,0.949,138.714,5IMtdHjJ1OtkxbGe4zfUxQ,276493
Brandy (You're a Fine Girl),Looking Glass,0.716,0.625,-11.369,0.0601,0.396,1.97e-05,0.134,0.826,125.276,2BY7ALEWdloFHgQZG6VMLA,186827
"Take Me Home, Country Roads",John Denver,0.38,0.43,-12.564,0.0288,0.546,1.71e-05,0.188,0.547,82.204,1QbOvACeYanja5pbnJbAmk,197813
Don't Stop - 2004 Remaster,Fleetwood Mac,0.671,0.71,-7.724,0.0356,0.0393,1.12e-05,0.0387,0.834,118.745,4bEb3KE4mSKlTFjtWJQBqO,193347
Burning Love,Elvis Presley,0.66,0.748,-11.206,0.0284,0.0993,0.00585,0.283,0.972,143.549,7zMUCLm1TN9o9JlLISztxO,170293
She's Always a Woman,Billy Joel,0.292,0.324,-11.996,0.0346,0.797,0.000473,0.12,0.384,176.631,5RgFlk1fcClZd0Y4SGYhqH,201373
Into the Mystic - 2013 Remaster,Van Morrison,0.608,0.524,-10.266,0.0309,0.367,0.00254,0.115,0.797,86.204,3lh3iiiJeiBXHSZw6u0kh6,205613
"December, 1963 (Oh, What a Night) - 2007 Remaster",Frankie Valli & The Four Seasons,0.718,0.696,-6.988,0.0302,0.0589,3.35e-06,0.0599,0.924,104.49,75SKsmZFd47sgJv0Suq1mX,211067
Jolene,Dolly Parton,0.674,0.537,-10.971,0.0363,0.566,0.0,0.131,0.809,110.578,2SpEHTbUuebeLkgs9QB7Ue,161533
Rebel Rebel - 2016 Remaster,David Bowie,0.635,0.686,-15.648,0.053,0.209,0.0176,0.282,0.464,125.988,2EC9IJj7g0mN1Q5VrZkiYY,274747
Knockin' On Heaven's Door,Bob Dylan,0.513,0.396,-13.061,0.0299,0.251,0.177,0.11,0.229,140.208,6HSXNV0b4M4cLJ7ljgVVeh,149880
Old Time Rock & Roll,Bob Seger,0.714,0.937,-2.947,0.0399,0.206,0.0,0.0731,0.964,124.13,5EOoMWIB9iK4ZpcSex9Ec7,194147
Don't Stop Me Now - Remastered 2011,Queen,0.565,0.864,-5.821,0.177,0.0457,0.000149,0.687,0.584,156.406,07Vvsu4HGrXmD6jAXWE4CK,210773
My Sharona,The Knack,0.586,0.7,-9.558,0.0363,0.0589,0.00125,0.0318,0.897,147.245,1HOMkjp0nHMaTnfAkslCQj,295400
Right Down the Line,Gerry Rafferty,0.783,0.322,-15.091,0.0343,0.213,0.00243,0.114,0.77,128.226,2Xb6wJYGi0QXwURw5WWvI5,267773
The Logical Song - Remastered 2010,Supertramp,0.625,0.758,-6.213,0.0463,0.512,0.00022,0.153,0.695,119.719,6mHOcVtsHLMuesJkswc0GZ,251253
"Take Me Home, Country Roads",John Denver,0.462,0.395,-9.376,0.0264,0.758,0.0,0.121,0.625,82.259,1YYhDizHx7PnDhAhko6cDS,190160
Father And Son,Yusuf / Cat Stevens,0.495,0.326,-12.29,0.0365,0.541,8.85e-05,0.0996,0.371,136.243,476V2d6iA2tWXgQboKmTtA,221120
Cecilia,Simon & Garfunkel,0.755,0.876,-8.867,0.0362,0.357,5.17e-06,0.22,0.954,102.762,6QhXQOpyYvbpdbyjgAqKdY,174827
Walk This Way,Aerosmith,0.653,0.73,-10.613,0.0429,0.0115,1.02e-05,0.0776,0.894,108.709,4JfuiOWlWCkjP6OKurHjSn,220311
Walk On the Wild Side,Lou Reed,0.575,0.318,-16.729,0.109,0.683,0.000202,0.0934,0.385,104.522,5p3JunprHCxClJjOmcLV8G,254173
The Joker,Steve Miller Band,0.596,0.448,-9.616,0.0396,0.365,5.3e-06,0.206,0.796,83.293,1bp2IO61zbQrbWNmKKxg3f,264504
This Will Be (An Everlasting Love),Natalie Cole,0.685,0.623,-11.146,0.042,0.228,0.00234,0.0295,0.896,126.739,0PDCewmZCp0P5s00bptcdd,171960
Dancing in the Moonlight,King Harvest,0.657,0.435,-15.707,0.0552,0.739,0.0,0.167,0.771,135.975,0q21FNwES2bbtcduB6kjEU,181133
Born to Run,Bruce Springsteen,0.27,0.944,-4.199,0.0975,0.00501,2.05e-05,0.116,0.606,146.347,6hTcuIQa0sxrrByu9wTD7s,269920
Bohemian Rhapsody,Queen,0.39,0.397,-9.963,0.0513,0.287,0.0,0.207,0.246,144.031,3z8h0TU7ReDPLIbEnYhWZb,354947
Beast Of Burden,The Rolling Stones,0.781,0.844,-4.754,0.0305,0.454,0.00368,0.0518,0.902,100.709,6ttUD7vz01HOy3hm9Kq3t5,265499
Riders on the Storm,The Doors,0.557,0.466,-18.726,0.0311,0.649,0.0635,0.098,0.698,103.938,7HHqR9QNwUU2TIZerV6EzB,434691
Breakfast In America - 2010 Remastered,Supertramp,0.532,0.663,-5.886,0.0292,0.425,1.07e-06,0.0734,0.756,75.14,4a5pNRjwmzYQuEY1E7O6pj,159347
Long Train Runnin',The Doobie Brothers,0.575,0.912,-7.275,0.0393,0.0916,0.00211,0.0562,0.843,117.399,4nXkbcTj3nyww1cHkw5RAP,207267
Down On The Corner,Creedence Clearwater Revival,0.858,0.544,-9.289,0.0751,0.583,0.00109,0.0707,0.874,108.217,2gE95JskwQ1pCACTpGe1Db,166280
The Passenger,Iggy Pop,0.498,0.889,-5.413,0.0546,0.0947,1.62e-06,0.733,0.696,134.88,15BQ7vEDv2LJuh8TxWIhtd,283360
London Calling - Remastered,The Clash,0.651,0.801,-7.34,0.0514,0.123,0.0,0.0825,0.776,133.769,5jzma6gCzYtKB1DbEwFZKH,200480
Don't Bring Me Down,Electric Light Orchestra,0.638,0.867,-6.469,0.0331,0.144,0.000733,0.0846,0.805,115.692,72ahyckBJfTigJCFCviVN7,243373
Hooked On A Feeling,Blue Swede,0.547,0.82,-6.728,0.0805,0.261,0.0,0.3,0.933,118.208,6Ac4NVYYl2U73QiTt11ZKd,172867
Angie - Remastered,The Rolling Stones,0.43,0.396,-11.915,0.0295,0.527,0.000101,0.143,0.429,138.241,2ZNEcJ6jJAN9PiN8paKhoK,273133
Fire and Rain - 2019 Remaster,James Taylor,0.597,0.271,-17.293,0.0394,0.766,0.0119,0.0933,0.338,76.271,1oht5GevPN9t1T3kG1m1GO,203613
One Love / People Get Ready - Medley,Bob Marley & The Wailers,0.67,0.516,-9.598,0.366,0.0673,0.0,0.0674,0.939,154.186,6SR0dDuXH2vtgBfMLrivKV,172933
Sir Duke,Stevie Wonder,0.588,0.568,-9.766,0.0672,0.16,0.0,0.0792,0.952,106.938,4pNiE4LCVV74vfIBaUHm1b,232760
Born to Be Alive - The Original,Patrick Hernandez,0.704,0.868,-5.808,0.0315,0.0834,0.0,0.206,0.808,131.468,3XIEWK1V9n25PS9Vb6axj5,188133
Everything I Own,Bread,0.365,0.338,-13.406,0.0322,0.735,0.0,0.104,0.446,79.241,52VIdyKqp1pJRSyUQaxKUA,187000
Just the Way You Are,Billy Joel,0.589,0.453,-8.912,0.0397,0.703,2.54e-05,0.134,0.513,139.148,49MHCPzvMLXhRjDantBMVH,290573
You Ain't Seen Nothing Yet,Bachman-Turner Overdrive,0.474,0.515,-12.457,0.0391,0.000143,0.00988,0.157,0.745,118.934,6OYoqAZ2uDmAXKzmtL8MKI,232467
Ventura Highway,America,0.673,0.581,-10.205,0.029,0.223,0.000206,0.063,0.818,130.771,4IU1RL4BKvFyXtbTwaHAvW,211387
Sweet Emotion,Aerosmith,0.379,0.76,-10.961,0.0378,0.00298,0.0296,0.104,0.491,99.436,73TxYZd0lBCVRrHawrAglA,274088
Da Ya Think I'm Sexy?,Rod Stewart,0.715,0.689,-8.065,0.029,0.0143,0.000192,0.111,0.852,111.504,4z7maGZkAonDlXlwo8q69f,331333
Hopelessly Devoted To You - From “Grease”,Olivia Newton-John,0.59,0.338,-13.101,0.03,0.292,0.0131,0.121,0.322,110.581,5BUq9bdtsm3LWw5laJeJ4R,185360
Midnight Train to Georgia,Gladys Knight & The Pips,0.595,0.379,-12.058,0.0454,0.271,2.81e-05,0.1,0.448,92.006,7MF7QAodbGzNYav5ZfIhAY,279333
You Sexy Thing,Hot Chocolate,0.791,0.733,-5.465,0.0633,0.523,0.0016,0.167,0.962,105.853,714hERk9U1W8FMYkoC83CO,244920
Black Betty,Ram Jam,0.465,0.907,-6.404,0.113,0.0241,0.00118,0.13,0.681,117.293,6kooDsorCpWVMGc994XjWN,238973
Life on Mars? - 2015 Remaster,David Bowie,0.445,0.384,-14.642,0.0417,0.635,7.74e-05,0.0539,0.216,123.295,3ZE3wv8V3w2T2f7nOCjV0N,235987
Always On My Mind,Elvis Presley,0.358,0.387,-14.342,0.0324,0.746,0.0121,0.119,0.495,181.183,1B5Tp2Ml9nLlmTSJx8xVfI,218440
We Are Family - 1995 Remaster,Sister Sledge,0.784,0.893,-5.153,0.0923,0.3,1.57e-05,0.272,0.819,118.738,1oZ0mCx2E2VKwfNCJwZ4CS,216733
Life in the Fast Lane - 2013 Remaster,Eagles,0.667,0.755,-7.246,0.069,0.0966,6.94e-05,0.0523,0.883,109.535,3w6wDlhf8jA35Mlu3rCp1p,286220
Reelin' In The Years,Steely Dan,0.494,0.54,-17.34,0.0348,0.154,0.0,0.0878,0.723,134.976,1x1XQqhBViz4opcpwc7FVs,277468
Annie's Song,John Denver,0.304,0.305,-10.879,0.0298,0.871,0.00368,0.367,0.464,146.066,4J0DbyODwZJcmIAiTSJfMF,180693
The Boxer,Simon & Garfunkel,0.439,0.488,-14.464,0.0615,0.702,0.000339,0.16,0.629,93.017,76TZCvJ8GitQ2FA1q5dKu0,308520
Blame It on the Boogie,The Jacksons,0.774,0.641,-10.193,0.0799,0.0765,0.0,0.0867,0.875,113.256,3qI94hINNNeb4S7xQi18lS,214200
Maggie May,Rod Stewart,0.605,0.574,-10.536,0.0377,0.559,0.113,0.0684,0.543,129.449,6rovOdp3HgK1DeAMYDzoA7,350267
My Life,Billy Joel,0.741,0.647,-12.878,0.0427,0.108,0.00139,0.0555,0.804,131.097,4ZoBC5MhSEzuknIgAkBaoT,284000
What a Fool Believes,The Doobie Brothers,0.758,0.378,-15.308,0.0449,0.284,0.0,0.049,0.985,120.736,2yBVeksU2EtrPJbTu4ZslK,223867
One of These Nights - 2013 Remaster,Eagles,0.655,0.606,-10.385,0.0285,0.0603,0.0789,0.0757,0.765,110.061,1q7nqxNxgE2hmpINv2czmZ,291686
Best of My Love,The Emotions,0.784,0.713,-6.865,0.0339,0.447,0.14,0.0904,0.97,115.443,2M2WJ7gBlcKNxdhyfPp9zY,220560
Bridge Over Troubled Water,Simon & Garfunkel,0.149,0.206,-13.888,0.0323,0.822,0.000649,0.115,0.264,79.764,6l8EbYRtQMgKOyc1gcDHF9,293120
You Are The Sunshine Of My Life,Stevie Wonder,0.519,0.46,-14.53,0.0688,0.823,5.97e-05,0.243,0.675,132.082,0n2pjCIMKwHSXoYfEbYMfX,178200
What's Going On,Marvin Gaye,0.283,0.716,-9.632,0.0986,0.447,0.0,0.399,0.828,201.96,3Um9toULmYFGCpvaIPFw7l,233000
American Girl,Tom Petty and the Heartbreakers,0.556,0.734,-8.204,0.0319,0.452,5.68e-05,0.41,0.771,114.264,6SIV02mskzzc3KXK7t4NHj,210453
Band On The Run - 2010 Remaster,Wings,0.479,0.601,-8.806,0.0318,0.0832,0.00142,0.11,0.669,124.966,1H4idkmruFoJBg1DvUv2tY,313027
Livin' Thing,Electric Light Orchestra,0.549,0.651,-7.097,0.0323,0.583,0.0,0.121,0.368,122.818,2hdNya0b6Cc2YJ8IyaQIWp,212307
Love Really Hurts Without You,Billy Ocean,0.518,0.907,-3.732,0.0343,0.00221,1.15e-05,0.0838,0.961,140.982,4GhtDORJiSRYxj6M1bv0vX,179013
Paradise By the Dashboard Light,Meat Loaf,0.326,0.872,-7.602,0.122,0.214,0.0,0.461,0.492,173.381,2g7gviEeJr6pyxO7G35EWQ,508333
Killer Queen - Remastered 2011,Queen,0.535,0.651,-6.326,0.0544,0.391,0.0,0.133,0.612,117.218,4cIPLtg1avt2Jm3ne9S1zy,179600
Behind Blue Eyes,The Who,0.41,0.53,-10.793,0.0342,0.126,2.36e-05,0.285,0.263,128.556,400uRbJuxqvlupwyJzUtVN,221693
Lean on Me,Bill Withers,0.619,0.22,-13.843,0.0672,0.782,1.19e-05,0.124,0.426,75.143,3M8FzayQWtkvOhqMn2V4T2,258835
Pink Moon,Nick Drake,0.642,0.427,-8.471,0.0402,0.871,0.0904,0.124,0.404,82.344,4KROoGIaPaR1pBHPnR3bwC,124001
Love Train,The O'Jays,0.743,0.572,-9.627,0.0493,0.186,1.44e-05,0.163,0.675,122.658,28285KFbyCq8sJofn58qlD,178400
I'm Not In Love,10cc,0.404,0.523,-15.7,0.0575,0.685,0.000498,0.282,0.164,133.738,5HQEmiV2lKnSO6qa2fsR7x,366640
My Girl,The Temptations,0.572,0.418,-10.738,0.0349,0.635,0.0,0.0961,0.694,104.566,745H5CctFr12Mo7cqa1BMH,165000
When a Man Loves a Woman,Percy Sledge,0.526,0.436,-6.02,0.0232,0.0981,7.69e-06,0.118,0.286,96.903,0GVxSbigOiKlGfI30Uw00X,175693
(I Can't Get No) Satisfaction - Mono Version,The Rolling Stones,0.731,0.837,-8.673,0.0477,0.000287,0.15,0.0978,0.832,135.603,5FKkbyGm42hw1y08l2knlO,222747
(What A) Wonderful World,Sam Cooke,0.691,0.507,-10.23,0.0343,0.627,0.0,0.457,0.885,128.518,2g2GkH3vZHk4lWzBjgQ6nY,125440
Brown Eyed Girl,Van Morrison,0.491,0.583,-10.964,0.0376,0.185,0.0,0.406,0.908,150.566,3yrSvpt2l1xhsV9Em88Pul,183307
I Say a Little Prayer,Aretha Franklin,0.59,0.355,-14.051,0.0352,0.48,0.0,0.0585,0.499,133.03,0FD8KMG4pHp0O9clTpChjp,216773
Here Comes The Sun - Remastered 2009,The Beatles,0.557,0.54,-10.484,0.0347,0.0339,0.00248,0.179,0.394,129.171,6dGnYIeXmHdcikdzNNDMm2,185733
Ain't No Mountain High Enough,Marvin Gaye,0.663,0.6,-10.87,0.032,0.43,0.0,0.184,0.8,129.991,7tqhbajSfrz2F7E1Z75ASX,151667
Surfin' U.S.A. - Remastered 2001,The Beach Boys,0.55,0.854,-5.968,0.036,0.661,0.0,0.112,0.965,159.231,0wz1LjDb9ZNEYwOmDJ3Q4b,149373
(Sittin' On) the Dock of the Bay,Otis Redding,0.484,0.312,-13.522,0.0535,0.724,1.65e-06,0.0601,0.598,205.981,4Y4Gd3ty8uut6Qw43c7yJc,166827
Stand By Me,Ben E. King,0.653,0.334,-6.955,0.0313,0.411,3.47e-05,0.123,0.665,119.46,2KQM3kDM0zMBC9iynePBbS,174253
Fortunate Son,Creedence Clearwater Revival,0.64,0.663,-7.516,0.0374,0.201,0.00806,0.152,0.663,132.77,4BP3uh0hFLFRb5cjsgLqDh,140773
"Paint It, Black",The Rolling Stones,0.464,0.795,-9.267,0.0926,0.0493,0.00244,0.399,0.612,158.691,63T7DJ1AFDD6Bn8VzG6JE8,202267
Can't Help Falling in Love,Elvis Presley,0.396,0.293,-14.062,0.0275,0.941,0.000196,0.105,0.343,100.307,44AyOl4qVkzS48vBsbNXaC,182360
California Dreamin' - Single Version,The Mamas & The Papas,0.552,0.608,-9.786,0.0345,0.352,0.0,0.0533,0.637,112.367,4s6LhHAV5SEsOV0lC2tjvJ,162373
For What It's Worth,Buffalo Springfield,0.653,0.519,-10.164,0.0497,0.406,0.0209,0.101,0.822,98.883,1qRA5BS78u3gME0loMl9AA,153693
Sweet Caroline,Neil Diamond,0.529,0.127,-16.066,0.0274,0.611,0.000109,0.237,0.578,63.05,62AuGbAkt8Ox2IrFFb8GKV,203573
Come Together - Remastered 2009,The Beatles,0.533,0.376,-11.913,0.0393,0.0302,0.248,0.0926,0.187,165.007,2EqlS6tkEnglzr7tkKAAYD,259947
At Last,Etta James,0.274,0.348,-8.631,0.0293,0.547,0.0133,0.334,0.328,87.43,4Hhv2vrOTy89HFRcjU3QOx,179693
What A Wonderful World,Louis Armstrong,0.271,0.165,-20.652,0.0351,0.729,1.6e-06,0.118,0.203,77.082,29U7stRjqHU6rMiS8BfaI9,139227
Whole Lotta Love - 1990 Remaster,Led Zeppelin,0.412,0.902,-11.6,0.405,0.0484,0.131,0.405,0.422,89.74,0hCB0YR03f6AmQaHbwWDe8,333893
Bad Moon Rising,Creedence Clearwater Revival,0.508,0.774,-5.973,0.0321,0.0586,4.87e-06,0.063,0.942,178.946,20OFwXhEXf12DzwXmaV7fj,141600
Gimme Shelter,The Rolling Stones,0.634,0.63,-8.277,0.031,0.447,0.039,0.17,0.489,118.628,6H3kDe7CGoWYBabAeVWGiD,270773
Happy Together,The Turtles,0.584,0.367,-9.638,0.0328,0.55,1.38e-05,0.0818,0.588,120.175,1JO1xLtVc8mWhIoE3YaCL0,176293
"Mrs. Robinson - From ""The Graduate"" Soundtrack",Simon & Garfunkel,0.606,0.457,-14.035,0.0497,0.713,2.53e-05,0.0747,0.813,92.033,0iOZM63lendWRTTeKhZBSC,244027
"Oh, Pretty Woman",Roy Orbison,0.619,0.603,-9.481,0.0342,0.712,0.0,0.0721,0.958,127.433,48i055G1OT5KxGGftwFxWy,178933
I'm a Believer - 2006 Remaster,The Monkees,0.526,0.775,-6.05,0.0352,0.707,2.05e-05,0.217,0.962,80.106,3G7tRC24Uh09Hmp1KZ7LQ2,167373
Yesterday - Remastered 2009,The Beatles,0.332,0.179,-11.83,0.0326,0.879,0.0,0.0886,0.315,96.529,3BQHpFgAp4l80e1XslIjNI,125667
Respect - 2021 Remaster,Aretha Franklin,0.817,0.445,-8.445,0.0415,0.131,0.000449,0.0465,0.966,114.915,1nTBsGK6OJpfZm0vbPgrBx,146542
You Can't Hurry Love,The Supremes,0.63,0.711,-9.34,0.0472,0.299,0.0,0.0813,0.659,96.912,1OppEieGNdItZbE14gLBEv,167933
"I Can't Help Myself (Sugar Pie, Honey Bunch)",Four Tops,0.667,0.599,-8.894,0.0291,0.245,0.0,0.107,0.971,127.935,6b6IMqP565TbtFFZg9iFf3,160280
The Sound of Silence - Acoustic Version,Simon & Garfunkel,0.525,0.216,-13.551,0.0301,0.837,0.0,0.107,0.328,106.761,5y788ya4NvwhBznoDIcXwK,185413
Twist And Shout - Remastered 2009,The Beatles,0.482,0.849,-9.198,0.0452,0.641,7.74e-06,0.0414,0.937,124.631,5ZBeML7Lf3FMEVviTyvi8l,155227
Sympathy For The Devil - 50th Anniversary Edition,The Rolling Stones,0.702,0.668,-9.237,0.214,0.518,0.0,0.0588,0.561,116.063,1Ud6moTC0KyXMq1Oxfien0,378147
Proud Mary,Creedence Clearwater Revival,0.699,0.641,-7.564,0.0289,0.13,0.000218,0.0601,0.728,120.745,6pxWv6GV35VGmcPf5dh6CH,187213
L-O-V-E,Nat King Cole,0.425,0.373,-7.543,0.0801,0.686,0.0,0.077,0.663,78.231,4QxDOjgpYtQDxxbWPuEJOy,155307
My Way,Frank Sinatra,0.401,0.381,-7.458,0.0274,0.7,0.0,0.122,0.229,75.454,3spdoTYpuCpmq19tuD0bOe,276800
For Once In My Life,Stevie Wonder,0.612,0.722,-9.366,0.0813,0.0583,4.2e-05,0.11,0.853,110.861,3sJfgJKGU89UbvEhCnGy6B,167333
Break on Through (To the Other Side),The Doors,0.421,0.751,-9.584,0.0472,0.2,0.0,0.17,0.789,89.839,6ToM0uwxtPKo9CMpbPGYvM,145867
I Heard It Through The Grapevine,Marvin Gaye,0.711,0.362,-10.851,0.0381,0.272,0.0,0.127,0.616,117.287,1tqT6DhmsrtQgyCKUwotiw,194293
It's Not Unusual,Tom Jones,0.476,0.722,-10.017,0.0646,0.598,0.0,0.184,0.909,92.966,3TlIt0ReIxPsVZcOEivT5U,119800
I Want To Hold Your Hand - Remastered 2015,The Beatles,0.49,0.715,-5.549,0.0476,0.386,0.0,0.311,0.866,130.726,4pbG9SUmWIvsROVLF0zF9s,145747
White Rabbit,Jefferson Airplane,0.551,0.293,-12.503,0.0272,0.486,0.000273,0.0864,0.322,106.798,4vpeKl0vMGdAXpZiQB2Dtd,150640
Down On The Corner,Creedence Clearwater Revival,0.858,0.544,-9.289,0.0751,0.583,0.00109,0.0707,0.874,108.217,2gE95JskwQ1pCACTpGe1Db,166280
Space Oddity - 2015 Remaster,David Bowie,0.31,0.403,-13.664,0.0326,0.0726,9.27e-05,0.139,0.466,134.48,72Z17vmmeQKAg8bptWvpVG,318027
Somethin' Stupid,Frank Sinatra,0.257,0.338,-12.902,0.0357,0.736,0.0,0.252,0.544,207.356,4feXcsElKIVsGwkbnTHAfV,162493
I'd Rather Go Blind,Etta James,0.477,0.433,-6.473,0.0247,0.689,0.000195,0.151,0.611,82.52,1kPBT8S2wJFNAyBMnGVZgL,156653
The Weight - Remastered 2000,The Band,0.63,0.551,-9.28,0.0549,0.373,5.75e-05,0.103,0.518,143.868,0P7DoyGrr4Wp9w5TotEtUC,274493
Little Wing,Jimi Hendrix,0.515,0.534,-8.045,0.0768,0.181,0.00278,0.0547,0.426,70.776,1Eolhana7nKHYpcYpdVcT5,145747
I Got You (I Feel Good),James Brown & The Famous Flames,0.613,0.487,-8.781,0.0935,0.412,1.02e-05,0.286,0.699,143.332,5haXbSJqjjM0TCJ5XkfEaC,165800
